"","start_time","flow_type","volume","segment_area_id","segment_name","state","city","functional_classification","descriptions","facility_types","lat","long","year","month"
"1308",2020-05-01,"ped",2415,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"May"
"1309",2020-05-01,"bike",1366,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"May"
"1310",2020-06-01,"bike",1590,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Jun"
"1311",2020-06-01,"ped",4499,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Jun"
"1312",2020-07-01,"ped",2008,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Jul"
"1313",2020-07-01,"bike",1534,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Jul"
"1314",2020-08-01,"ped",2121,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Aug"
"1315",2020-08-01,"bike",1449,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Aug"
"1316",2020-09-01,"bike",1457,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Sep"
"1317",2020-09-01,"ped",2433,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Sep"
"1318",2020-10-01,"ped",1587,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Oct"
"1319",2020-10-01,"bike",900,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Oct"
"1320",2020-11-01,"bike",351,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Nov"
"1321",2020-11-01,"ped",468,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Nov"
"1322",2020-12-01,"bike",194,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Dec"
"1323",2020-12-01,"ped",5200,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2020,"Dec"
"1324",2021-01-01,"bike",210,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Jan"
"1325",2021-01-01,"ped",40404,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Jan"
"1326",2021-02-01,"ped",28260,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Feb"
"1327",2021-02-01,"bike",151,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Feb"
"1328",2021-03-01,"bike",321,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Mar"
"1329",2021-03-01,"ped",6215,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Mar"
"1330",2021-04-01,"bike",374,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Apr"
"1331",2021-04-01,"ped",33533,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Apr"
"1332",2021-05-01,"bike",512,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"May"
"1333",2021-05-01,"ped",831,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"May"
"1334",2021-06-01,"ped",2223,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Jun"
"1335",2021-06-01,"bike",1270,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Jun"
"1336",2021-07-01,"ped",2337,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Jul"
"1337",2021-07-01,"bike",1284,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Jul"
"1338",2021-08-01,"ped",2157,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Aug"
"1339",2021-08-01,"bike",1166,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Aug"
"1340",2021-09-01,"bike",1417,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Sep"
"1341",2021-09-01,"ped",2772,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Sep"
"1342",2021-10-01,"bike",1271,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Oct"
"1343",2021-10-01,"ped",2725,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Oct"
"1344",2021-11-01,"bike",895,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Nov"
"1345",2021-11-01,"ped",2125,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Nov"
"1346",2021-12-01,"ped",1837,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Dec"
"1347",2021-12-01,"bike",677,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2021,"Dec"
"1348",2022-01-01,"bike",292,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Jan"
"1349",2022-01-01,"ped",1288,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Jan"
"1350",2022-02-01,"ped",2016,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Feb"
"1351",2022-02-01,"bike",623,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Feb"
"1352",2022-03-01,"ped",2382,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Mar"
"1353",2022-03-01,"bike",874,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Mar"
"1354",2022-04-01,"bike",1196,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Apr"
"1355",2022-04-01,"ped",2722,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Apr"
"1356",2022-05-01,"ped",2584,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"May"
"1357",2022-05-01,"bike",1341,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"May"
"1358",2022-06-01,"bike",1576,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Jun"
"1359",2022-06-01,"ped",2757,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Jun"
"1360",2022-07-01,"ped",2538,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Jul"
"1361",2022-07-01,"bike",1442,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Jul"
"1362",2022-08-01,"bike",1475,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Aug"
"1363",2022-08-01,"ped",2586,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Aug"
"1364",2022-09-01,"bike",1441,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Sep"
"1365",2022-09-01,"ped",2469,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Sep"
"1366",2022-10-01,"ped",2695,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Oct"
"1367",2022-10-01,"bike",1254,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Oct"
"1368",2022-11-01,"ped",2191,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Nov"
"1369",2022-11-01,"bike",1023,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Nov"
"1370",2022-12-01,"bike",593,283,"Key Bridge","VA","Arlington","Principal Arterial - Other","Shared use sidewalk on East side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying northbound bicyclists and pedestrians; Shared use sidewalk on West side of Francis Scott Key Bridge (US 29), South of George Washington Memorial Parkway in the Rosslyn urban village area conveying southbound bicyclists and pedestrians","sidewalk",38.9008,-77.07037,2022,"Dec"
